trial_number,timestamp,batch_size,gamma,G,beta,num_bins,embedding_k,embedding_k1,pred_lr,impu_lr,prop_lr,dis_lr,lamb_pred,lamb_imp,lamb_prop,dis_lamb,dropout_rate,grad_clip_norm,abc_model_name,mse,mae,auc,train_mse,train_mae,train_auc,ndcg_20,precision_20,recall_20,f1_20,ndcg,precision,recall,f1,training_time
297,2025-08-04 04:47:34,4096,0.03662735638819167,8,0.1,40,16,32,0.005,0.01,0.01,0.005,5e-05,1e-05,5e-05,0.01,0.4,2.0,logistic_regression,0.04516324903598233,0.12607136851648718,0.8449047093893716,0.15788568241866707,0.27037806043474794,0.8444685941078109,0.5966936184554656,0.11353649893692416,0.5354286888203078,0.1873465631311689,0.5966936184554656,0.11353649893692416,0.5354286888203078,0.1873465631311689,144.37906551361084
298,2025-08-04 04:49:53,4096,0.04955242065779727,8,0.05,50,32,64,0.005,0.01,0.01,0.01,5e-05,5e-05,5e-05,0.0001,0.4,2.0,logistic_regression,0.041558226736606425,0.1025621381034328,0.8433113941027204,0.1707836523354953,0.2621769340605734,0.8567601691010287,0.600486446501009,0.1147058823529412,0.5395513333247326,0.18919076559091375,0.600486446501009,0.1147058823529412,0.5395513333247326,0.18919076559091375,138.32900381088257
299,2025-08-04 04:52:28,4096,0.04829202116257313,8,0.05,50,32,64,0.005,0.01,0.01,0.01,5e-05,5e-05,5e-05,0.0001,0.4,2.0,logistic_regression,0.04165026052933191,0.10186676398565798,0.8434439211719381,0.16949214109646618,0.2604359723445581,0.8598352549747775,0.5987842285029004,0.11449326718639263,0.5385758086502251,0.1888415980527744,0.5987842285029004,0.11449326718639263,0.5385758086502251,0.1888415980527744,154.96316742897034
300,2025-08-04 04:54:46,4096,0.05091256370928095,8,0.05,20,32,64,0.005,0.01,0.01,0.01,5e-05,5e-05,5e-05,0.0001,0.4,2.0,logistic_regression,0.04156763048277696,0.10283117336692256,0.8435271831493665,0.17071890364239223,0.26239001700488584,0.8562768777211471,0.5994081802766973,0.11463501063075833,0.5392871652540443,0.18907812642469415,0.5994081802766973,0.11463501063075833,0.5392871652540443,0.18907812642469415,138.11288118362427
301,2025-08-04 04:57:02,4096,0.04978279638503232,8,0.05,20,32,64,0.005,0.01,0.01,0.01,5e-05,5e-05,5e-05,0.0001,0.4,2.0,logistic_regression,0.04158233746191543,0.10364908114156202,0.8432939748124496,0.17077082830266052,0.2632154642623194,0.8554773783126146,0.5992772352643406,0.11467044649184976,0.5380497782432231,0.18905008905165574,0.5992772352643406,0.11467044649184976,0.5380497782432231,0.18905008905165574,136.2439305782318
302,2025-08-04 04:59:24,4096,0.050611439624583705,8,0.05,50,32,64,0.005,0.01,0.01,0.01,5e-05,5e-05,5e-05,0.0001,0.4,2.0,logistic_regression,0.04155867531069174,0.10270747907649033,0.84352789862875,0.17077652402122231,0.26231358695040696,0.8563696335316949,0.599870004567486,0.11452870304748405,0.5384660162423184,0.1888830419408302,0.599870004567486,0.11452870304748405,0.5384660162423184,0.1888830419408302,141.284649848938
303,2025-08-04 05:01:42,4096,0.05204489633623809,8,0.05,50,32,64,0.005,0.01,0.01,0.01,5e-05,5e-05,5e-05,0.0001,0.4,2.0,logistic_regression,0.04156872255242563,0.10290373912328424,0.843429085041,0.17079998514050496,0.26246808946906935,0.8558021700503731,0.6002776469646188,0.11477675407512401,0.5394796080581101,0.18928273956935718,0.6002776469646188,0.11477675407512401,0.5394796080581101,0.18928273956935718,138.35818123817444
304,2025-08-04 05:04:22,4096,0.046803727485604484,8,0.1,40,32,64,0.005,0.01,0.01,0.01,5e-05,1e-05,5e-05,0.0001,0.4,2.0,logistic_regression,0.04141497177293122,0.09843224441399163,0.8433451308140382,0.1719327282941599,0.2590725466900299,0.8615896513101985,0.5987079790261233,0.11438695960311836,0.5378010611522798,0.1886493658233321,0.5987079790261233,0.11438695960311836,0.5378010611522798,0.1886493658233321,159.89134764671326
305,2025-08-04 05:06:54,4096,0.051809864961350156,8,0.1,50,32,64,0.005,0.01,0.01,0.005,5e-05,1e-05,5e-05,0.0001,0.4,2.0,logistic_regression,0.04141405447520486,0.09858348072788534,0.8430688961487436,0.17243861292629478,0.25955606356235145,0.860043110448375,0.5993631751609275,0.1147058823529412,0.5379726628982432,0.18909348079077953,0.5993631751609275,0.1147058823529412,0.5379726628982432,0.18909348079077953,151.41514325141907
306,2025-08-04 05:09:27,4096,0.05080397200431394,8,0.1,50,32,64,0.005,0.01,0.01,0.01,5e-05,1e-05,5e-05,0.0001,0.4,2.0,logistic_regression,0.04140721873018725,0.09850762181886802,0.8432496545814208,0.1723529865061807,0.259454463414332,0.8604211698250481,0.5989098880265611,0.11463501063075834,0.5387819751464057,0.18904705201414043,0.5989098880265611,0.11463501063075834,0.5387819751464057,0.18904705201414043,153.36875247955322
307,2025-08-04 05:11:49,4096,0.04784951728964087,8,0.05,20,32,64,0.005,0.01,0.01,0.01,5e-05,5e-05,5e-05,0.0001,0.4,2.0,logistic_regression,0.04157476730062323,0.1027293382067628,0.843351229424021,0.17052153579369939,0.2621231860071172,0.8573157777614417,0.5999844216787873,0.11449326718639263,0.5392627920369,0.18888378336627454,0.5999844216787873,0.11449326718639263,0.5392627920369,0.18888378336627454,141.6667354106903
308,2025-08-04 05:14:24,4096,0.04671335027367149,8,0.05,50,32,64,0.005,0.01,0.01,0.01,5e-05,5e-05,5e-05,0.0001,0.4,2.0,logistic_regression,0.04172004486825951,0.10235851578783652,0.8433611222428552,0.1687161588476084,0.26025100745012925,0.8604440475799182,0.5996579781880352,0.11459957476966691,0.5389874397922519,0.189011501239157,0.5996579781880352,0.11459957476966691,0.5389874397922519,0.189011501239157,155.39340043067932
