trial_number,timestamp,batch_size,gamma,G,beta,num_bins,embedding_k,embedding_k1,pred_lr,impu_lr,prop_lr,dis_lr,lamb_pred,lamb_imp,lamb_prop,dis_lamb,abc_model_name,mse,mae,auc,ndcg_20,precision_20,recall_20,f1_20,ndcg,precision,recall,f1,training_time
212,2025-08-02 00:28:16,4096,0.44696880558416474,4,0.01,50,16,16,0.05,0.01,0.005,0.005,5e-06,0.0005,0.001,0.001,mlp,0.19215696738745902,0.42027020190501224,0.6417412241095268,0.4526717761104144,0.0761516654854713,0.3383561583988532,0.12432279201817509,0.4526717761104144,0.0761516654854713,0.3383561583988532,0.12432279201817509,49.4745659828186
213,2025-08-02 00:29:12,4096,1.7508213638179968,14,10,50,16,64,0.01,0.01,0.01,0.01,0.0001,1e-06,5e-06,1e-06,mlp,0.25000001684248857,0.5000000161769712,0.5078656233763109,0.29389203735417174,0.05765414599574769,0.25070508146303827,0.09374901790787314,0.29389203735417174,0.05765414599574769,0.25070508146303827,0.09374901790787314,55.62502193450928
214,2025-08-02 00:29:56,4096,2.724760329324416,4,5,5,512,16,0.01,0.005,0.05,0.005,0.001,5e-06,5e-05,1e-06,mlp,0.2500000450198481,0.5000000448995565,0.507181594112597,0.2916701759617123,0.054075124025513815,0.2236896162231234,0.08709560277274489,0.2916701759617123,0.054075124025513815,0.2236896162231234,0.08709560277274489,43.739948749542236
215,2025-08-02 00:30:42,4096,0.13905658139016722,8,0.01,35,16,256,0.01,0.05,0.005,0.005,0.0005,0.001,5e-05,5e-06,mlp,0.2499996955571865,0.4999996829158405,0.508327809120111,0.29416331432741905,0.05549255846917081,0.24002319910016362,0.09014410276851793,0.29416331432741905,0.05549255846917081,0.24002319910016362,0.09014410276851793,45.64904427528381
216,2025-08-02 00:32:35,4096,0.17946970315769817,16,0.05,50,64,16,0.005,0.01,0.005,0.005,1e-06,5e-05,0.005,1e-06,mlp,0.2083528525946837,0.4471180483769907,0.6300050980848519,0.4577396367663281,0.07763997165131113,0.34966464100390404,0.12706604146543213,0.4577396367663281,0.07763997165131113,0.34966464100390404,0.12706604146543213,113.48653721809387
217,2025-08-02 00:33:19,4096,8.513759945150305,4,0.01,50,16,512,0.01,0.01,0.005,0.05,0.0001,0.005,0.0005,1e-06,mlp,0.2499984919133522,0.49999829033436305,0.4998338515943867,0.2922632466983798,0.055244507441530824,0.23779833505672102,0.08965959911273408,0.2922632466983798,0.055244507441530824,0.23779833505672102,0.08965959911273408,43.549638748168945
218,2025-08-02 00:34:09,4096,0.014597402660723789,2,1,45,256,16,0.05,0.01,0.01,0.01,0.0001,5e-06,5e-05,0.0001,mlp,0.1222937504505363,0.2528302181308126,0.7183191877174329,0.4759800998750964,0.08341601700921332,0.3945798222249359,0.13771783961527062,0.4759800998750964,0.08341601700921332,0.3945798222249359,0.13771783961527062,49.847392559051514
219,2025-08-02 00:34:43,4096,8.711927949609361,2,1,20,256,16,0.05,0.01,0.05,0.01,0.0001,5e-06,5e-05,0.0001,mlp,0.25,0.5,0.5,0.2870707582917691,0.04953933380581148,0.19350661404370034,0.07888375701436286,0.2870707582917691,0.04953933380581148,0.19350661404370034,0.07888375701436286,34.66795563697815
220,2025-08-02 00:35:31,4096,0.02457345829939704,4,0.01,45,32,128,0.01,0.01,0.005,0.005,0.0001,5e-06,5e-05,1e-05,mlp,0.17188726886907613,0.3732492737257702,0.6365660208012591,0.4129377871160126,0.06824946846208364,0.327745387471289,0.11297342958201802,0.4129377871160126,0.06824946846208364,0.327745387471289,0.11297342958201802,47.668155908584595
221,2025-08-02 00:36:11,4096,3.51017085687526,4,0.01,10,16,16,0.01,0.005,0.01,0.005,0.0001,5e-06,5e-05,1e-06,mlp,0.24999994101318967,0.4999999401854134,0.5035001414047436,0.30767499108582963,0.06151665485471298,0.26611565097050965,0.09993242034516016,0.30767499108582963,0.06151665485471298,0.26611565097050965,0.09993242034516016,40.18337154388428
222,2025-08-02 00:36:59,4096,7.69987630870761,20,0.5,50,16,16,0.01,0.05,0.005,0.005,0.0001,5e-06,0.0001,0.005,mlp,0.24999963110827636,0.4999996258508555,0.5042203232841869,0.3022150352971563,0.05790219702338768,0.2530628118372937,0.0942414250656752,0.3022150352971563,0.05790219702338768,0.2530628118372937,0.0942414250656752,47.648205518722534
223,2025-08-02 00:37:51,4096,0.36265397268275934,18,0.1,25,16,16,0.005,0.01,0.005,0.05,0.005,0.0001,5e-05,5e-05,logistic_regression,0.24999996120268775,0.49999981461323273,0.4987364998022551,0.2906922471515456,0.05237420269312545,0.23575069886543135,0.08570765539968227,0.2906922471515456,0.05237420269312545,0.23575069886543135,0.08570765539968227,51.538835525512695
224,2025-08-02 00:38:51,4096,0.2046060805222974,4,0.01,15,16,64,0.05,0.01,0.005,0.005,5e-05,5e-06,1e-05,1e-06,mlp,0.18201412749116813,0.4172466375928017,0.7119544728326841,0.460747807150661,0.0758681785967399,0.3356970546837436,0.12376518733684568,0.460747807150661,0.0758681785967399,0.3356970546837436,0.12376518733684568,60.10999584197998
225,2025-08-02 00:39:49,4096,3.2216880045702965,10,0.01,50,512,32,0.01,0.005,0.01,0.01,5e-06,0.0005,1e-06,0.001,mlp,0.2366525342885163,0.4861939606232186,0.6527666452592756,0.4306759808242046,0.06169383416017009,0.28070475987040633,0.10115551410160716,0.4306759808242046,0.06169383416017009,0.28070475987040633,0.10115551410160716,58.0290162563324
226,2025-08-02 00:40:34,4096,0.012419038753935891,4,0.01,50,64,256,0.01,0.01,0.05,0.005,0.0001,1e-06,0.001,1e-06,mlp,0.18285545533578007,0.39444150780226633,0.60960142947949,0.42680386640824874,0.06899362154500355,0.3315715982592584,0.11422022798958857,0.42680386640824874,0.06899362154500355,0.3315715982592584,0.11422022798958857,44.691051959991455
227,2025-08-02 00:41:28,4096,0.46270453886119994,1,10,50,256,16,0.01,0.01,0.005,0.005,0.001,5e-06,5e-05,1e-06,logistic_regression,0.24999991542784103,0.4999999100023965,0.5061394132144817,0.2951268785305114,0.05708717221828491,0.24601805402159027,0.09267062262808463,0.2951268785305114,0.05708717221828491,0.24601805402159027,0.09267062262808463,54.734761476516724
228,2025-08-02 00:42:53,4096,8.189892203228094,12,5,40,16,16,0.005,0.05,0.005,0.005,0.0001,0.001,5e-06,1e-06,mlp,0.2500004143860445,0.49999998981565885,0.5048918053315268,0.2920359679497965,0.054358610914245216,0.23818386143758946,0.0885159939057801,0.2920359679497965,0.054358610914245216,0.23818386143758946,0.0885159939057801,84.1433355808258
229,2025-08-02 00:43:51,4096,0.23069607449994778,4,0.01,5,32,512,0.01,0.01,0.005,0.05,0.0005,5e-06,5e-05,1e-06,mlp,0.25000054021240137,0.5000003983721041,0.496502180031611,0.2856548586214212,0.05223245924875976,0.22760302390357273,0.08496610606358528,0.2856548586214212,0.05223245924875976,0.22760302390357273,0.08496610606358528,58.275957107543945
230,2025-08-02 00:44:49,4096,4.6879394922155555,14,0.05,50,16,16,0.05,0.01,0.01,0.01,1e-06,5e-05,5e-05,5e-06,logistic_regression,0.23834490655814855,0.4877146535996453,0.6326533675898667,0.449967048910139,0.07335223245924875,0.31919002277628195,0.11929060088224355,0.449967048910139,0.07335223245924875,0.31919002277628195,0.11929060088224355,57.61940670013428
231,2025-08-02 00:45:43,4096,9.17818400960308,4,0.01,25,16,128,0.01,0.01,0.005,0.005,0.0001,5e-06,0.001,0.0001,mlp,0.2499988509814556,0.499998805917365,0.5036910094681897,0.29036151050264936,0.054819277108433734,0.2336872007348698,0.08880607125041266,0.29036151050264936,0.054819277108433734,0.2336872007348698,0.08880607125041266,54.42164874076843
232,2025-08-02 00:46:37,4096,0.037068144613156315,6,0.01,50,16,16,0.05,0.005,0.005,0.05,0.0001,0.005,0.005,1e-06,mlp,0.13827502774934125,0.34655416172285375,0.7402630116461212,0.4832522437001256,0.08065201984408221,0.3658721355207791,0.13216900532651782,0.4832522437001256,0.08065201984408221,0.3658721355207791,0.13216900532651782,54.34258723258972
233,2025-08-02 00:47:41,4096,0.04147823140376587,6,0.01,50,16,32,0.01,0.01,0.005,0.005,0.0001,0.005,1e-06,1e-06,mlp,0.1362516367941343,0.35013876680065603,0.7354840151127087,0.44791422772553446,0.06640680368532956,0.33501140515547106,0.11084218963932836,0.44791422772553446,0.06640680368532956,0.33501140515547106,0.11084218963932836,63.2727587223053
234,2025-08-02 00:48:29,4096,0.01704453946998665,4,1,45,16,16,0.01,0.05,0.005,0.005,0.0001,5e-06,0.005,1e-06,mlp,0.10797904968434877,0.27063688103971917,0.7549349330969166,0.5000416888688837,0.08593196314670447,0.39715417154848326,0.14129255709066485,0.5000416888688837,0.08593196314670447,0.39715417154848326,0.14129255709066485,48.30840277671814
235,2025-08-02 00:49:07,4096,5.307018612066619,4,1,35,16,16,0.01,0.005,0.05,0.005,0.0001,5e-06,0.005,1e-06,mlp,0.2500000050899583,0.500000003770046,0.5032200095449285,0.30909314349095934,0.05999291282778172,0.25755927257230926,0.09731774302198201,0.30909314349095934,0.05999291282778172,0.25755927257230926,0.09731774302198201,37.859391927719116
236,2025-08-02 00:50:25,4096,0.012030890422884626,16,0.5,50,512,16,0.005,0.05,0.005,0.005,0.0001,5e-06,0.0005,1e-05,mlp,0.17236996826383927,0.4066272389760839,0.6994105047661829,0.43269879986071214,0.057689581856839124,0.3031234258082542,0.09693144822606993,0.43269879986071214,0.057689581856839124,0.3031234258082542,0.09693144822606993,77.96217966079712
237,2025-08-02 00:51:11,4096,0.32835167778979657,8,0.01,45,16,64,0.01,0.01,0.005,0.005,0.0001,0.0001,5e-05,5e-05,mlp,0.2499968611666586,0.499996810887614,0.5296220954665318,0.33773013519424266,0.06438695960311837,0.2986997119422707,0.10593815633293419,0.33773013519424266,0.06438695960311837,0.2986997119422707,0.10593815633293419,46.14211964607239
238,2025-08-02 00:51:53,4096,6.564790060923681,4,0.01,20,64,16,0.01,0.01,0.05,0.01,0.005,5e-06,5e-05,1e-06,mlp,0.24999995593820873,0.4999999558483453,0.5022843785489792,0.2775703366677678,0.050106307583274265,0.19875747892358073,0.08003577791055401,0.2775703366677678,0.050106307583274265,0.19875747892358073,0.08003577791055401,41.28824758529663
239,2025-08-02 00:53:37,4096,0.010424905556246703,2,0.01,50,256,256,0.01,0.005,0.005,0.005,5e-06,0.0005,0.0001,0.001,logistic_regression,0.22836908429295585,0.3447698931555302,0.5610758963618635,0.38237276248574004,0.06513111268603827,0.2969106772762612,0.10682812490448602,0.38237276248574004,0.06513111268603827,0.2969106772762612,0.10682812490448602,104.5768506526947
240,2025-08-02 00:54:28,4096,0.25222390699235775,4,0.01,50,16,32,0.05,0.01,0.005,0.05,5e-05,5e-06,1e-05,1e-06,mlp,0.19130293682367988,0.4307526318458201,0.6862172012171104,0.4433155978321226,0.06970233876683204,0.3151370077089837,0.11415561672916272,0.4433155978321226,0.06970233876683204,0.3151370077089837,0.11415561672916272,50.65951633453369
241,2025-08-02 00:55:14,4096,9.613221725695013,4,0.01,10,16,16,0.01,0.01,0.005,0.005,0.0001,5e-06,5e-05,1e-06,mlp,0.2499999367309638,0.49999993543182175,0.5090167422051834,0.3023430145375571,0.059922041105598865,0.25958183014033176,0.09736766590826498,0.3023430145375571,0.059922041105598865,0.25958183014033176,0.09736766590826498,46.16190147399902
242,2025-08-02 00:56:14,4096,5.655541899502245,6,5,15,32,512,0.005,0.05,0.01,0.005,0.0001,1e-06,5e-05,1e-06,logistic_regression,0.25355651244360033,0.5035029776389214,0.4967015966798981,0.2660677508603193,0.045499645641389086,0.18245854003330328,0.07283615537814099,0.2660677508603193,0.045499645641389086,0.18245854003330328,0.07283615537814099,59.36603307723999
243,2025-08-02 00:57:29,4096,6.290709016178909,20,0.1,50,16,16,0.01,0.01,0.005,0.05,0.001,5e-06,5e-06,0.005,mlp,0.2500000059694379,0.5000000056429815,0.49979710584315096,0.27073005139606493,0.0489723600283487,0.19033691071683403,0.07790126717016117,0.27073005139606493,0.0489723600283487,0.19033691071683403,0.07790126717016117,75.28974199295044
244,2025-08-02 00:58:24,4096,4.136830576362428,18,0.01,50,16,16,0.05,0.01,0.005,0.01,0.0001,0.001,5e-05,1e-06,mlp,0.25,0.5,0.5,0.2870707582917691,0.04953933380581148,0.19350661404370034,0.07888375701436286,0.2870707582917691,0.04953933380581148,0.19350661404370034,0.07888375701436286,55.12358379364014
245,2025-08-02 00:59:21,4096,0.014695307329036105,10,10,50,16,128,0.01,0.01,0.05,0.005,0.0005,5e-06,1e-06,5e-06,logistic_regression,0.24998581673894915,0.49998580999393444,0.6189380234908669,0.3374982617286734,0.05871722182849043,0.30258096188113365,0.09834930957821625,0.3374982617286734,0.05871722182849043,0.30258096188113365,0.09834930957821625,56.22282838821411
246,2025-08-02 01:01:47,4096,0.1931922759567766,4,0.01,40,512,16,0.01,0.005,0.005,0.005,1e-06,5e-05,5e-05,0.0005,mlp,0.15954656901807043,0.33778089643926656,0.6397596768555638,0.46203921841728485,0.07813607370659106,0.34808646690856676,0.12762398626492252,0.46203921841728485,0.07813607370659106,0.34808646690856676,0.12762398626492252,146.68961572647095
247,2025-08-02 01:02:41,4096,0.4725052160786226,1,0.05,50,16,64,0.005,0.05,0.01,0.005,0.0001,5e-06,0.0005,1e-06,mlp,0.15354149158305555,0.3760159771237388,0.7090091934330911,0.4449494324016519,0.06470588235294118,0.30819762573323806,0.10695635133334273,0.4449494324016519,0.06470588235294118,0.30819762573323806,0.10695635133334273,53.162513732910156
248,2025-08-02 01:03:20,4096,2.182465482065698,4,1,5,64,16,0.01,0.01,0.005,0.05,0.0001,0.005,0.005,0.0001,mlp,0.24999979049187745,0.49999978633623304,0.5029128489801797,0.29925624637282533,0.05896527285613041,0.2542584714133803,0.09572978049820197,0.29925624637282533,0.05896527285613041,0.2542584714133803,0.09572978049820197,39.59154176712036
249,2025-08-02 01:04:03,4096,1.3172002861578864,12,0.01,50,256,16,0.05,0.01,0.005,0.005,0.0001,5e-06,5e-05,1e-06,logistic_regression,0.25,0.5,0.5,0.2870707582917691,0.04953933380581148,0.19350661404370034,0.07888375701436286,0.2870707582917691,0.04953933380581148,0.19350661404370034,0.07888375701436286,42.96435761451721
250,2025-08-02 01:05:06,4096,0.2016770647878197,4,100,45,16,32,0.01,0.01,0.05,0.01,0.0001,5e-06,5e-05,1e-05,mlp,0.18809972103551673,0.4277780197122645,0.6835499676367922,0.42602125185353823,0.05411055988660524,0.2709021194602059,0.0902036522877801,0.42602125185353823,0.05411055988660524,0.2709021194602059,0.0902036522877801,62.31881499290466
251,2025-08-02 01:05:54,4096,0.6623701976243273,14,0.01,35,16,256,0.01,0.01,0.005,0.005,0.005,0.0001,5e-05,1e-06,mlp,0.24999988424235348,0.49999988359680547,0.5028078136642413,0.27630575166235055,0.05131112686038271,0.20664862489615463,0.08220952094555979,0.27630575166235055,0.05131112686038271,0.20664862489615463,0.08220952094555979,48.798503160476685
252,2025-08-02 01:07:11,4096,0.37220737943497384,4,0.5,20,32,16,0.005,0.005,0.005,0.005,5e-05,5e-06,0.0001,0.001,mlp,0.1973380325197527,0.4397074147865109,0.670382497229701,0.41904531672446643,0.05450035435861092,0.26677288870876403,0.09050997729586127,0.41904531672446643,0.05450035435861092,0.26677288870876403,0.09050997729586127,76.43133926391602
253,2025-08-02 01:08:08,4096,0.1891061755104964,8,0.01,50,16,512,0.01,0.05,0.01,0.005,5e-06,0.0005,1e-05,5e-05,logistic_regression,0.24343412501691097,0.4653722847825919,0.5463927355352556,0.3700202188915998,0.06746987951807229,0.29933878040086576,0.11011927282848967,0.3700202188915998,0.06746987951807229,0.29933878040086576,0.11011927282848967,57.37223744392395
254,2025-08-02 01:08:52,4096,7.353687471296664,4,0.01,50,16,16,0.01,0.01,0.005,0.05,0.0001,1e-06,5e-05,1e-06,mlp,0.2499999952711499,0.49999999267061307,0.49944989004785395,0.3114363279554616,0.06031183557760454,0.2590410494233651,0.09784311909770091,0.3114363279554616,0.06031183557760454,0.2590410494233651,0.09784311909770091,43.821818828582764
255,2025-08-02 01:09:46,4096,8.911156898039065,4,0.01,10,512,128,0.05,0.01,0.005,0.01,0.0001,5e-06,5e-06,1e-06,mlp,0.25,0.5,0.5,0.2870707582917691,0.04953933380581148,0.19350661404370034,0.07888375701436286,0.2870707582917691,0.04953933380581148,0.19350661404370034,0.07888375701436286,53.77180886268616
256,2025-08-02 01:10:25,4096,7.90440499710626,16,0.1,15,16,16,0.01,0.01,0.05,0.005,0.001,5e-06,0.001,0.005,logistic_regression,0.2499999734171518,0.499999973360801,0.49829375744299886,0.26999625565411667,0.04836995038979447,0.18927060130291662,0.0770492201777652,0.26999625565411667,0.04836995038979447,0.18927060130291662,0.0770492201777652,39.3160445690155
257,2025-08-02 01:11:23,4096,0.1534898480769326,6,5,50,64,64,0.01,0.005,0.005,0.005,0.0005,0.001,5e-05,5e-06,mlp,0.2500006725705596,0.5000006468024903,0.5036462563876203,0.2912471086103803,0.05584691708008505,0.23273693145032134,0.09007877730073344,0.2912471086103803,0.05584691708008505,0.23273693145032134,0.09007877730073344,57.931676149368286
258,2025-08-02 01:12:55,4096,1.5322291301701596,2,10,25,16,16,0.005,0.05,0.01,0.005,1e-06,5e-05,1e-06,1e-06,mlp,0.19709667128154976,0.39951287392487483,0.6116265574809199,0.4709631505596629,0.07622253720765415,0.3426284157500919,0.1247031049278552,0.4709631505596629,0.07622253720765415,0.3426284157500919,0.1247031049278552,91.44778537750244
259,2025-08-02 01:13:54,4096,0.022729928867107174,4,0.01,50,256,256,0.01,0.01,0.005,0.05,0.0001,0.005,5e-05,1e-06,mlp,0.17440401979340836,0.3839548537622485,0.6297944575473189,0.44037702607428464,0.07126151665485472,0.34123487593144064,0.11790122401770328,0.44037702607428464,0.07126151665485472,0.34123487593144064,0.11790122401770328,58.92906355857849
260,2025-08-02 01:14:45,4096,0.4312556184330236,20,0.05,40,32,16,0.05,0.01,0.005,0.005,0.0001,5e-06,0.005,1e-06,logistic_regression,0.25,0.5,0.5,0.2870707582917691,0.04953933380581148,0.19350661404370034,0.07888375701436286,0.2870707582917691,0.04953933380581148,0.19350661404370034,0.07888375701436286,50.49913549423218
261,2025-08-02 01:15:45,4096,0.011135451659290403,18,100,50,16,32,0.01,0.01,0.05,0.01,0.0001,5e-06,0.0005,0.0005,mlp,0.19226944081917458,0.4337910989322367,0.6829033895374291,0.42910769247968333,0.055102763997165134,0.2813781550468549,0.09215805826704951,0.42910769247968333,0.055102763997165134,0.2813781550468549,0.09215805826704951,59.9243266582489
262,2025-08-02 01:16:43,4096,2.5753795990157813,10,1,5,16,16,0.01,0.005,0.005,0.005,0.0001,5e-06,5e-05,0.0001,mlp,0.24999999065729742,0.4999999901917728,0.5032041141328253,0.2853742017399096,0.0550673281360737,0.23322392751167387,0.08909752407587153,0.2853742017399096,0.0550673281360737,0.23322392751167387,0.08909752407587153,58.84542512893677
263,2025-08-02 01:17:37,4096,2.966263538564766,4,0.01,50,16,512,0.005,0.01,0.01,0.005,0.005,5e-06,5e-05,1e-05,mlp,0.24999773896914035,0.4999975772179965,0.49568615566224683,0.2741397487046005,0.04946846208362864,0.2095822986607769,0.08004387993231768,0.2741397487046005,0.04946846208362864,0.2095822986607769,0.08004387993231768,53.248639822006226
264,2025-08-02 01:18:21,4096,0.8792588613463775,1,0.5,35,16,16,0.01,0.05,0.005,0.005,5e-05,0.0001,5e-05,5e-05,logistic_regression,0.14800311418686551,0.35049448454699694,0.657215317195736,0.43697433150075976,0.05921332388377038,0.27783934003119803,0.0976214852470105,0.43697433150075976,0.05921332388377038,0.27783934003119803,0.0976214852470105,44.54412126541138
265,2025-08-02 01:19:32,4096,0.5759910028915679,4,0.01,45,64,128,0.01,0.01,0.005,0.05,5e-06,0.0005,0.0001,1e-06,mlp,0.23470993615961744,0.4466966423038183,0.5648706240134902,0.4128640169687353,0.07002126151665486,0.3215369773818224,0.11499911146737402,0.4128640169687353,0.07002126151665486,0.3215369773818224,0.11499911146737402,70.5982518196106
266,2025-08-02 01:20:27,4096,5.962714722332452,12,50,50,16,16,0.05,0.01,0.005,0.01,0.0001,1e-06,1e-05,0.001,mlp,0.25,0.5,0.5,0.2870707582917691,0.04953933380581148,0.19350661404370034,0.07888375701436286,0.2870707582917691,0.04953933380581148,0.19350661404370034,0.07888375701436286,54.821613788604736
267,2025-08-02 01:21:09,4096,7.121509957717798,4,0.01,50,512,16,0.01,0.01,0.05,0.005,0.0005,0.001,5e-05,1e-06,mlp,0.25000001925742105,0.5000000190553372,0.5019711201485757,0.2755952901909349,0.05092133238837703,0.20178455418907773,0.08132092602879007,0.2755952901909349,0.05092133238837703,0.20178455418907773,0.08132092602879007,41.948853969573975
268,2025-08-02 01:21:54,4096,4.387256739736511,14,0.01,10,256,64,0.01,0.005,0.005,0.005,0.001,5e-06,0.001,0.005,logistic_regression,0.250000073701416,0.5000000731162456,0.505722445148253,0.2928269079312044,0.054358610914245216,0.2344888273329909,0.0882575729670931,0.2928269079312044,0.054358610914245216,0.2344888273329909,0.0882575729670931,44.94427490234375
269,2025-08-02 01:22:44,4096,0.28171076980799414,4,0.01,20,32,16,0.005,0.05,0.01,0.005,0.0001,5e-05,5e-06,1e-06,mlp,0.24812515114557268,0.4980909629385013,0.588011417074874,0.38930229968859004,0.06392629340892984,0.30196357974135896,0.10551487654553394,0.38930229968859004,0.06392629340892984,0.30196357974135896,0.10551487654553394,50.09368824958801
270,2025-08-02 01:24:06,4096,0.3288036672548804,4,0.1,50,16,256,0.01,0.01,0.005,0.05,1e-06,5e-06,5e-05,5e-06,mlp,0.2692769369657527,0.4337369360430275,0.5410847248509121,0.37026331997589557,0.06626506024096386,0.29350817176950783,0.10811997643535362,0.37026331997589557,0.06626506024096386,0.29350817176950783,0.10811997643535362,81.5450382232666
271,2025-08-02 01:25:03,4096,0.14801560342410824,8,10,15,16,32,0.05,0.01,0.005,0.005,0.0001,0.005,1e-06,1e-06,logistic_regression,0.23385734182424814,0.4830472791917523,0.6405611608874144,0.418389263482037,0.05758327427356485,0.28369031680042417,0.09573443564539794,0.418389263482037,0.05758327427356485,0.28369031680042417,0.09573443564539794,57.11924409866333
272,2025-08-02 01:25:40,4096,0.5756113644762034,4,5,25,16,16,0.01,0.01,0.05,0.01,0.0001,5e-06,5e-05,0.0005,mlp,0.24999672350691668,0.49999671315320926,0.5444442892690458,0.34170842265000984,0.06350106307583274,0.2972708144925197,0.10464791695476428,0.34170842265000984,0.06350106307583274,0.2972708144925197,0.10464791695476428,37.02500534057617
273,2025-08-02 01:26:28,4096,1.8201720064483324,2,0.01,50,16,512,0.01,0.005,0.005,0.005,0.0001,5e-06,0.005,1e-06,mlp,0.24981565049577684,0.49981361920988326,0.5375061494059218,0.33076422066330996,0.058256555634301925,0.27071806293093087,0.09588035674684703,0.33076422066330996,0.058256555634301925,0.27071806293093087,0.09588035674684703,47.909098863601685
274,2025-08-02 01:27:34,4096,0.029773955153559826,6,0.05,50,512,16,0.005,0.01,0.01,0.005,0.005,0.0001,0.0005,0.0001,mlp,0.24999993053943476,0.49999992101530805,0.49879929163576475,0.28947705902736404,0.05513819985825656,0.23687406546834555,0.08945384227901167,0.28947705902736404,0.05513819985825656,0.23687406546834555,0.08945384227901167,66.1653003692627
275,2025-08-02 01:28:45,4096,0.28513166785869304,4,0.01,40,16,16,0.01,0.05,0.005,0.05,0.0001,5e-06,5e-05,1e-06,logistic_regression,0.2247838585711181,0.4732054514759564,0.6542740341046908,0.4246546163645581,0.05326009922041106,0.26502077432714943,0.08869545052335637,0.4246546163645581,0.05326009922041106,0.26502077432714943,0.08869545052335637,70.75545978546143
276,2025-08-02 01:29:41,4096,0.02088044606814922,16,1,50,64,128,0.05,0.01,0.005,0.005,5e-05,5e-06,5e-05,1e-05,mlp,0.173978702366448,0.40801262257698195,0.7267970190812094,0.47028590673239296,0.07877391920623672,0.3617415308913726,0.12937479546591737,0.47028590673239296,0.07877391920623672,0.3617415308913726,0.12937479546591737,55.801501750946045
277,2025-08-02 01:30:39,4096,0.42410057291080466,18,100,5,256,16,0.01,0.01,0.05,0.01,5e-06,1e-06,5e-05,5e-05,mlp,0.3439675119708336,0.544962215038328,0.47043601013188185,0.2784243788808989,0.05506732813607371,0.20969845380925745,0.08722829272497161,0.2784243788808989,0.05506732813607371,0.20969845380925745,0.08722829272497161,57.90411043167114
278,2025-08-02 01:31:39,4096,6.892017648855689,10,0.5,50,16,64,0.01,0.01,0.005,0.005,0.001,0.0005,0.0001,1e-06,mlp,0.25000001569453334,0.5000000156306136,0.5017655940497091,0.2783390383090397,0.05120481927710843,0.21175185837302923,0.08246769571685106,0.2783390383090397,0.05120481927710843,0.21175185837302923,0.08246769571685106,59.97011041641235
279,2025-08-02 01:32:57,4096,0.21823445703763608,20,0.01,35,32,16,0.01,0.005,0.005,0.005,0.0001,5e-06,1e-05,0.001,logistic_regression,0.2500000733763469,0.5000000728610072,0.5000751942504844,0.2996738512271849,0.058823529411764705,0.2522887872522355,0.09540295322488315,0.2996738512271849,0.058823529411764705,0.2522887872522355,0.09540295322488315,77.902752161026
280,2025-08-02 01:33:44,4096,0.7667959862412488,4,50,45,16,256,0.005,0.05,0.01,0.005,0.0005,0.001,5e-05,1e-06,mlp,0.24999770831917542,0.49999660090279113,0.5020843230798138,0.26809110714115086,0.049220411055988664,0.19290304689602428,0.07842913976601776,0.26809110714115086,0.049220411055988664,0.19290304689602428,0.07842913976601776,46.63858199119568
281,2025-08-02 01:34:32,4096,8.239164698143892,1,0.01,20,128,32,0.01,0.01,0.005,0.05,0.0001,5e-05,0.001,1e-06,mlp,0.18753547564910664,0.4245021995669293,0.641402758998767,0.4219624450374159,0.053189227498228214,0.26011253881524815,0.08831858923095286,0.4219624450374159,0.053189227498228214,0.26011253881524815,0.08831858923095286,48.130306243896484
282,2025-08-02 01:35:25,4096,0.22355479891534116,4,0.01,50,16,16,0.05,0.01,0.005,0.01,0.0001,5e-06,5e-06,1e-06,mlp,0.2128104251933222,0.45865361267754406,0.654341449452701,0.4292386413460964,0.05793763288447909,0.2913646855307112,0.0966554144980787,0.4292386413460964,0.05793763288447909,0.2913646855307112,0.0966554144980787,52.585498332977295
283,2025-08-02 01:36:39,4096,0.01848667743458116,12,0.01,50,16,16,0.01,0.01,0.05,0.005,1e-06,0.005,5e-05,0.005,logistic_regression,0.17070940255586073,0.35139215319069,0.6681090227723645,0.4149506806422438,0.07260807937632885,0.34879610053364446,0.12019536663879903,0.4149506806422438,0.07260807937632885,0.34879610053364446,0.12019536663879903,74.26497864723206
284,2025-08-02 01:37:32,4096,1.1206600763102395,4,0.1,10,512,512,0.01,0.005,0.005,0.005,0.0001,5e-06,1e-06,5e-06,mlp,0.2499993219220705,0.4999991250762586,0.5019992422051216,0.27957544908149773,0.05152374202693125,0.2125116533725771,0.08293884681270038,0.27957544908149773,0.05152374202693125,0.2125116533725771,0.08293884681270038,52.86180305480957
285,2025-08-02 01:38:19,4096,0.38438767370077964,14,5,15,16,16,0.005,0.05,0.01,0.005,0.0001,5e-06,5e-05,1e-06,mlp,0.250001095944678,0.5000000607612334,0.4993179228180238,0.2907377765719729,0.05609496810772502,0.23450654538096277,0.09053385184595705,0.2907377765719729,0.05609496810772502,0.23450654538096277,0.09053385184595705,47.07801413536072
286,2025-08-02 01:39:03,4096,3.725802813982276,4,10,50,256,128,0.01,0.01,0.005,0.05,0.005,1e-05,0.005,0.0005,logistic_regression,0.2500000211647227,0.5000000209990166,0.4982018152449119,0.27461571316362166,0.050637845499645645,0.21159605803104345,0.081719170180877,0.27461571316362166,0.050637845499645645,0.21159605803104345,0.081719170180877,44.45721983909607
